index,name,url,phone,rating,address,latitude,longitude
88,The Hole In the Wall,https://www.yelp.com/biz/the-hole-in-the-wall-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473503564,4.5,2867 Dundas Street W,43.66518,-79.46515
89,Banh Mi Boys,https://www.yelp.com/biz/banh-mi-boys-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169770303,4.0,399 Yonge Street,43.6590974,-79.3820781
90,Athens Pastries,https://www.yelp.com/biz/athens-pastries-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164635144,4.5,509 Danforth Avenue,43.67795,-79.34878
91,Millie Creperie,https://www.yelp.com/biz/millie-creperie-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169771922,4.0,161 Baldwin Street,43.6549488110679,-79.3996712565422
92,Tinuno,https://www.yelp.com/biz/tinuno-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473439294,4.0,31 Howard Street,43.6711430082347,-79.374853497263
93,Marinellas Italian Restaurant,https://www.yelp.com/biz/marinellas-italian-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163489200,4.5,640 College Street,43.6550764057418,-79.4154641032219
94,KINKA IZAKAYA BLOOR,https://www.yelp.com/biz/kinka-izakaya-bloor-toronto-4?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473431101,4.0,559 Bloor St W,43.665157,-79.410658
95,Estiatorio VOLOS,https://www.yelp.com/biz/estiatorio-volos-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168611211,4.0,133 Richmond St W,43.65016,-79.38477
96,Bar Raval,https://www.yelp.com/biz/bar-raval-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,,4.0,505 College Street,43.6559438482769,-79.4100996851921
97,Saku Sushi,https://www.yelp.com/biz/saku-sushi-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163687258,4.0,478 Queen Street W,43.6482,-79.4003
98,Nguyen Huong Food,https://www.yelp.com/biz/nguyen-huong-food-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165994625,4.0,322 Spadina Avenue,43.65365,-79.3987
99,Joso's,https://www.yelp.com/biz/josos-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169251903,4.5,202 Davenport Road,43.6751099,-79.39607
100,Karine's,https://www.yelp.com/biz/karines-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165910863,4.0,109 McCaul Street,43.654152,-79.391194
101,Avenue Open Kitchen,https://www.yelp.com/biz/avenue-open-kitchen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165047131,4.5,7 Camden Street,43.647147,-79.3962388
102,Khao San Road,https://www.yelp.com/biz/khao-san-road-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473525773,4.0,11 Charlotte Street,43.64634,-79.39359
103,Buk Chang Dong Soon Tofu,https://www.yelp.com/biz/buk-chang-dong-soon-tofu-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165370972,4.0,691 Bloor Street W,43.66363,-79.4169299
104,GB Hand-pulled Noodles,https://www.yelp.com/biz/gb-hand-pulled-noodles-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16478721336,4.0,66 Edward Street,43.65669,-79.38385
105,Pantheon Restaurant,https://www.yelp.com/biz/pantheon-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167781929,4.0,407 Danforth Avenue,43.67744,-79.35129
106,Rashers,https://www.yelp.com/biz/rashers-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167108220,4.5,948 Queen Street E,43.6609802,-79.3411102
107,Auberge du Pommier,https://www.yelp.com/biz/auberge-du-pommier-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14162222220,4.0,4150 Yonge Street,43.7468226,-79.4077734
108,Sushi & BBbop,https://www.yelp.com/biz/sushi-and-bbbop-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16475573922,4.5,Food Court At Aura,43.65931,-79.38256
109,White Lily Diner,https://www.yelp.com/biz/white-lily-diner-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169017800,4.5,678 Queen Street E,43.65881,-79.3511599
110,Wilbur Mexicana,https://www.yelp.com/biz/wilbur-mexicana-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167921878,4.0,552 King Street W,43.64494,-79.39866
111,Honest Weight,https://www.yelp.com/biz/honest-weight-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166049992,4.5,2766 Dundas Street W,43.6653335939817,-79.4614855543404
112,Barista & Chef,https://www.yelp.com/biz/barista-and-chef-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473441216,4.5,1006 Saint Clair Avenue W,43.6794533,-79.4374528
113,9 Bars,https://www.yelp.com/biz/9-bars-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16478711948,4.5,46 St. Clair Avenue E,43.6885701,-79.3920164393312
114,Brock Sandwich,https://www.yelp.com/biz/brock-sandwich-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477481260,4.5,1260 Bloor Street W,43.6589060728554,-79.4405779422183
115,FIKA,https://www.yelp.com/biz/fika-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,,4.0,28 Kensington Avenue,43.6535844,-79.4004303
116,The Keg Steakhouse + Bar - York Street,https://www.yelp.com/biz/the-keg-steakhouse-bar-york-street-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167031773,4.0,165 York Street,43.64964,-79.38402
117,Budapest Restaurant,https://www.yelp.com/biz/budapest-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473475047,4.5,1959 Gerrard Street E,43.68097,-79.30996
118,Levetto,https://www.yelp.com/biz/levetto-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473503933,4.0,68 Sudbury Street,43.64152,-79.4221
119,Bach Yen,https://www.yelp.com/biz/bach-yen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473478160,4.0,738 Gerrard Street E,43.66684,-79.34756
120,The Tilted Dog Pub & Kitchen,https://www.yelp.com/biz/the-tilted-dog-pub-and-kitchen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169619425,4.5,424 Parliament Street,43.66283,-79.3675404
121,North Poke,https://www.yelp.com/biz/north-poke-toronto-7?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165997653,4.0,179 Baldwin Street,43.65472,-79.4004999
122,The Wren,https://www.yelp.com/biz/the-wren-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477481382,4.0,1382 Danforth Avenue,43.6824096,-79.3280496
123,Eggspectation,https://www.yelp.com/biz/eggspectation-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169793447,4.0,483 Bay Street,43.6532721,-79.3812455
124,Enoteca Sociale,https://www.yelp.com/biz/enoteca-sociale-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165341200,4.0,1288 Dundas St W,43.6496799,-79.42567
125,Gusto 101,https://www.yelp.com/biz/gusto-101-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165049669,4.0,101 Portland Street,43.645002131066,-79.400309337027
126,Mira,https://www.yelp.com/biz/mira-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16479513331,4.5,420A Wellington Street W,43.64417,-79.39639
127,Lamesa Filipino Kitchen,https://www.yelp.com/biz/lamesa-filipino-kitchen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473462377,4.0,669 Queen Street W,43.647069,-79.404677
128,Rustle & Still Café,https://www.yelp.com/biz/rustle-and-still-caf%C3%A9-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473508893,4.5,605 Bloor Street W,43.66457,-79.41304
129,Tom's Dairy Freeze,https://www.yelp.com/biz/toms-dairy-freeze-etobicoke?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14162591846,4.0,630 The Queensway,43.62791,-79.49658
130,I'll Be Seeing You,https://www.yelp.com/biz/ill-be-seeing-you-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167789988,5.0,747 Queen Street E,43.65901,-79.34805
131,La Palette,https://www.yelp.com/biz/la-palette-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169294900,4.0,492 Queen Street W,43.64797,-79.40098
132,Indie Ale House,https://www.yelp.com/biz/indie-ale-house-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167609691,4.0,2876 Dundas Street W,43.6654413783034,-79.4652382135862
133,Levetto,https://www.yelp.com/biz/levetto-toronto-5?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477488829,4.0,382 Spadina Avenue,43.65529,-79.39933
134,Randy's Take-Out,https://www.yelp.com/biz/randys-take-out-york-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167815313,4.5,1569 Eglinton Avenue West,43.69718,-79.44235
135,Wafels & More,https://www.yelp.com/biz/wafels-and-more-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473442925,4.5,237 Augusta Avenue,43.65469,-79.40175
136,Playa Cabana,https://www.yelp.com/biz/playa-cabana-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169293911,4.0,111 Dupont Street,43.6759577692695,-79.4011840224266
137,La Cubana,https://www.yelp.com/biz/la-cubana-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165370134,4.0,92 Ossington Avenue,43.6462083,-79.419674
138,DaiLo,https://www.yelp.com/biz/dailo-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473418882,4.0,503 College Street,43.65574,-79.4098
139,Indian Grill,https://www.yelp.com/biz/indian-grill-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473476600,4.5,108 Ossington Avenue,43.64656,-79.41988
140,The House On Parliament,https://www.yelp.com/biz/the-house-on-parliament-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169254074,4.0,454 Parliament Street,43.66359,-79.36794
141,Apiecalypse Now!,https://www.yelp.com/biz/apiecalypse-now-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165164555,4.0,735 Bloor Street W,43.663457,-79.4181891
142,Our Spot,https://www.yelp.com/biz/our-spot-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473497767,4.0,180 Baldwin Street,43.6548261,-79.4007684
143,Makkal Chon,https://www.yelp.com/biz/makkal-chon-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167573945,4.0,1979 Lawrence Avenue E,43.7447,-79.29678
144,Pho Linh,https://www.yelp.com/biz/pho-linh-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165163891,4.0,1156 College Street W,43.65241,-79.43411
145,Souk Tabule,https://www.yelp.com/biz/souk-tabule-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165835914,4.5,494 Front Street E,43.6536257459587,-79.354342010958
146,L'Unita,https://www.yelp.com/biz/l-unita-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169648686,4.0,134 Avenue Road,43.67431,-79.39668
147,Patria,https://www.yelp.com/biz/patria-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163670505,4.0,480 King Street W,43.6455399,-79.39641
148,Banh Mi Boys,https://www.yelp.com/biz/banh-mi-boys-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473453585,4.5,2365 Yonge Street,43.7092,-79.39857
149,Pizzeria Libretto,https://www.yelp.com/biz/pizzeria-libretto-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165328000,4.0,221 Ossington Avenue,43.64898,-79.42021
150,East of York Gourmet Food,https://www.yelp.com/biz/east-of-york-gourmet-food-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164219990,5.0,1904 Danforth Avenue,43.6851399,-79.31662
151,The Walton,https://www.yelp.com/biz/the-walton-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473525520,4.5,607 College Street,43.65497,-79.41432
152,illstyl3 Sammies,https://www.yelp.com/biz/illstyl3-sammies-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14162059627,4.5,102-300 Richmond Street W,43.6491066787358,-79.3911948520291
153,The Caledonian,https://www.yelp.com/biz/the-caledonian-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165777472,4.0,856 College Street,43.65439,-79.42355
154,Pizzeria Defina,https://www.yelp.com/biz/pizzeria-defina-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165344414,4.0,321 Roncesvalles Ave,43.64875,-79.44955
155,The Veggie Thali,https://www.yelp.com/biz/the-veggie-thali-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14162858344,4.5,1410 Victoria Park Avenue,43.71942,-79.30102
156,Thoroughbred Food & Drink,https://www.yelp.com/biz/thoroughbred-food-and-drink-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165519221,4.0,304 Richmond Street W,43.64907,-79.3916799
157,Hanmoto,https://www.yelp.com/biz/hanmoto-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,,4.0,2 Lakeview Avenue,43.6496607271294,-79.4226812887605
158,Manpuku Japanese Eatery,https://www.yelp.com/biz/manpuku-japanese-eatery-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169796763,4.0,105 McCaul Street,43.65406,-79.39101
159,Nodo,https://www.yelp.com/biz/nodo-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169011559,4.0,2885 Dundas Street W,43.6653383989619,-79.4656616449356
160,Mengrai Thai,https://www.yelp.com/biz/mengrai-thai-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168402754,4.0,82 Ontario Street,43.65413,-79.36696
161,Aanch Modernist Indian Cuisine,https://www.yelp.com/biz/aanch-modernist-indian-cuisine-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165990513,4.5,259 Wellington St W,43.64476,-79.39066
162,Pancer's Original Deli,https://www.yelp.com/biz/pancers-original-deli-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166361230,4.5,3856 Bathurst Street,43.74074,-79.43534
163,Poke Guys,https://www.yelp.com/biz/poke-guys-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165067653,4.0,112 Elizabeth Street,43.65484,-79.38517
164,FAT Lamb Kouzina,https://www.yelp.com/biz/fat-lamb-kouzina-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163017888,4.5,874 Yonge Street,43.6725513513524,-79.3878677360848
165,Maha's,https://www.yelp.com/biz/mahas-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164622703,4.0,226 Greenwood Avenue,43.67167,-79.32853
166,Beast,https://www.yelp.com/biz/beast-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473526000,4.0,96 Tecumseth Street,43.64408,-79.4057799
167,Union,https://www.yelp.com/biz/union-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168500093,4.0,72A Ossington Avenue,43.64577,-79.41974
168,Nobuya,https://www.yelp.com/biz/nobuya-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14162019491,4.0,285 Royal York Road,43.61451,-79.49741
169,Wow Sushi,https://www.yelp.com/biz/wow-sushi-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169231888,4.0,11 Charles Street,43.6685157490107,-79.3868207931519
170,Beerbistro,https://www.yelp.com/biz/beerbistro-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168619872,4.0,18 King Street E,43.649817,-79.377147
171,Rodney's Oyster House,https://www.yelp.com/biz/rodneys-oyster-house-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163638105,4.0,469 King Street W,43.64487,-79.39668
172,Mildred's Temple Kitchen,https://www.yelp.com/biz/mildreds-temple-kitchen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165885695,4.0,85 Hanna Avenue,43.6399108749312,-79.4204235076904
173,Lucy Ethiopian Kitchen,https://www.yelp.com/biz/lucy-ethiopian-kitchen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164060534,4.5,1690 Danforth Avenue,43.6841128,-79.3207142
174,Three Hands,https://www.yelp.com/biz/three-hands-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473087128,4.5,1532 Dundas Street W,43.6498281723227,-79.4330010103571
175,Maizal,https://www.yelp.com/biz/maizal-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473510133,4.0,133 Jefferson Avenue,43.6388977,-79.4218429
176,Lake Inez,https://www.yelp.com/biz/lake-inez-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167921590,4.5,1471 Gerrard Street E,43.67234,-79.32064
